"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"1194320966748385282","https://twitter.com/livelessful/status/1194320966748385282","@valeriazamare dm’s are always open 💛","2019-11-12 18:28 +0000","24.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1194106936666525697","https://twitter.com/livelessful/status/1194106936666525697","take a second and honestly turn notifications on for this account. you guys are either overwhelmed w this account and I should probably stop or are unnecessarily missing out on some banger tips on how to achieve zen","2019-11-12 04:17 +0000","129.0","13.0","0.10077519379844961","0.0","0.0","7.0","6.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1194104156652527616","https://twitter.com/livelessful/status/1194104156652527616","just take a second to breathe. you’re doing alright :)","2019-11-12 04:06 +0000","226.0","19.0","0.084070796460177","2.0","0.0","8.0","6.0","0.0","0.0","3.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1194015477980422144","https://twitter.com/livelessful/status/1194015477980422144","if you find joy in something, keep doing it. unless it’s drowning your sorrows with booze. it’s probably not a good idea to keep doing that :/","2019-11-11 22:14 +0000","161.0","8.0","0.049689440993788817","0.0","0.0","6.0","1.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1193930483081601024","https://twitter.com/livelessful/status/1193930483081601024","be thankful for the people who love you. if you think nobody loves you, you’re probably right but still","2019-11-11 16:36 +0000","213.0","23.0","0.107981220657277","2.0","0.0","9.0","3.0","0.0","0.0","9.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1193674459854594049","https://twitter.com/livelessful/status/1193674459854594049","never go grocery shopping alone. always ask a homie 😤","2019-11-10 23:39 +0000","148.0","11.0","0.07432432432432433","0.0","0.0","6.0","4.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1193583581085519872","https://twitter.com/livelessful/status/1193583581085519872","drink more water","2019-11-10 17:37 +0000","148.0","10.0","0.06756756756756757","0.0","0.0","5.0","2.0","0.0","0.0","3.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1193026259950997505","https://twitter.com/livelessful/status/1193026259950997505","tell someone you love them. even if it’s your goldfish. nobody is mad when they hear someone loves them. if they do get mad they’re probably an alien. or a stone cold bitch who doesn’t deserve your love anyway.","2019-11-09 04:43 +0000","590.0","21.0","0.03559322033898305","3.0","0.0","9.0","3.0","0.0","0.0","6.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1192844301144875009","https://twitter.com/livelessful/status/1192844301144875009","don’t do cocaine, straight up","2019-11-08 16:40 +0000","155.0","10.0","0.06451612903225806","0.0","0.0","6.0","2.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1192662884419063809","https://twitter.com/livelessful/status/1192662884419063809","eat dino nuggets","2019-11-08 04:39 +0000","142.0","5.0","0.035211267605633804","0.0","0.0","4.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1192662767477633024","https://twitter.com/livelessful/status/1192662767477633024","each night, thank the dinosaurs for walking so that we could run 🙌🙏","2019-11-08 04:38 +0000","247.0","6.0","0.024291497975708502","1.0","0.0","4.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1192645429869137921","https://twitter.com/livelessful/status/1192645429869137921","bundle up in a freakin blanket","2019-11-08 03:30 +0000","123.0","3.0","0.024390243902439025","0.0","0.0","2.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1192505237430587394","https://twitter.com/livelessful/status/1192505237430587394","always play high pressure defense https://t.co/BXd0TMH1kr","2019-11-07 18:12 +0000","299.0","12.0","0.04013377926421405","0.0","0.0","7.0","1.0","0.0","0.0","4.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
