"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"1197186930032758785","https://twitter.com/livelessful/status/1197186930032758785","pray to the sun gods. please. my guy is MIA","2019-11-20 16:16 +0000","86.0","6.0","0.06976744186046512","0.0","0.0","4.0","0.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1196980639158980610","https://twitter.com/livelessful/status/1196980639158980610","try to eat at least one (1) taco everyday","2019-11-20 02:36 +0000","177.0","6.0","0.03389830508474576","0.0","0.0","6.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1196795336217546753","https://twitter.com/livelessful/status/1196795336217546753","even if it is 30° get an iced coffee. iced coffee is always the answer","2019-11-19 14:20 +0000","208.0","11.0","0.052884615384615384","1.0","0.0","6.0","0.0","0.0","0.0","4.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1196793410771927040","https://twitter.com/livelessful/status/1196793410771927040","don’t have time to workout? strap cartons of milk to your ankles when you walk to class","2019-11-19 14:12 +0000","244.0","12.0","0.04918032786885246","0.0","0.0","9.0","0.0","0.0","0.0","3.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1196635560292601856","https://twitter.com/livelessful/status/1196635560292601856","always cuddle with the boys after a dope kickback","2019-11-19 03:45 +0000","280.0","28.0","0.1","0.0","0.0","13.0","13.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1196594534391697408","https://twitter.com/livelessful/status/1196594534391697408","boutta                                fuck i forgot
meditate                           my 𝓣𝓱𝓲𝓻𝓭
.                                            𝓬𝓱𝓪𝓴𝓻𝓪 https://t.co/CNI7tDNbTf","2019-11-19 01:02 +0000","392.0","9.0","0.02295918367346939","1.0","0.0","5.0","0.0","0.0","0.0","3.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1196576661371789313","https://twitter.com/livelessful/status/1196576661371789313","guess we running it back https://t.co/3H5bVLTgVJ","2019-11-18 23:51 +0000","293.0","14.0","0.04778156996587031","0.0","0.0","7.0","2.0","0.0","0.0","5.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1196266979927248896","https://twitter.com/livelessful/status/1196266979927248896","alright, low key, this was for a school project and it’s over now. but tbh we still having fun, so if this can get fifteen (15) retweets we’ll keep tweeting. if not it’s all g brochachos &lt;3","2019-11-18 03:20 +0000","880.0","137.0","0.15568181818181817","15.0","0.0","13.0","72.0","0.0","0.0","37.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1196242339020386306","https://twitter.com/livelessful/status/1196242339020386306","ask yourself wwsdd (what would snoop dogg do) https://t.co/0ykLiK8skg","2019-11-18 01:42 +0000","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1196241766103625729","https://twitter.com/livelessful/status/1196241766103625729","tell ur homies u love them &lt;3","2019-11-18 01:40 +0000","0.0","0.0","NaN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
